scenario,quarter_index,quarter,country,rank,composite_score,implementation_score,innovation_score,investment_score,talent_score,infrastructure_score,operating_environment_score,research_score,development_score,commercial_ecosystem_score,government_strategy_score
baseline,1,2026Q1,United States of America,1.0,76.66639400359998,73.72280236693332,74.9313144711158,83.83034485563238,72.61859899999999,79.28400599999999,68.707888,77.199435,72.004,85.5956,77.39
baseline,1,2026Q1,China,2.0,49.998453436799984,33.8013536816,70.8754281382221,42.51350548596991,17.608435999999998,63.96388299999999,65.70797,77.735177,62.022,28.162943,94.87
baseline,1,2026Q1,South Korea,3.0,37.781293510599994,31.255939021866666,51.83606237509893,26.064518629524198,21.777202999999997,48.873993999999996,50.010816000000005,25.094224,86.35000000000001,9.225467,87.5
baseline,1,2026Q1,Singapore,4.0,33.038641044599984,51.814709428799986,18.36979568662622,27.01966435136234,56.248363999999995,42.13708899999999,45.990356,20.415143,15.729999999999999,12.547448000000001,79.82
baseline,1,2026Q1,Canada,5.0,32.86445341959999,44.856085317333324,23.13710140226853,29.57359204554697,41.94014599999999,40.92203799999999,69.81874599999999,28.821981,15.8,10.270188000000001,100.0
baseline,1,2026Q1,United Kingdom,6.0,32.50625984399999,37.38945935893333,30.127651992614076,28.72639167954453,35.37574299999999,31.680918,60.76709700000001,40.96081399999999,16.146,13.899698,82.82
baseline,1,2026Q1,Germany,7.0,30.139545360399993,35.78758321866667,28.15290441150092,24.589001996746646,32.084827,35.029208999999994,58.791722,36.309284,17.625999999999998,8.126687,84.65
baseline,1,2026Q1,India,8.0,28.832275047799993,46.630735780799995,19.170401434977578,16.58499368035787,55.65415699999999,18.771287,51.527429000000005,19.67744,18.516,5.005922,58.83
baseline,1,2026Q1,Israel,9.0,27.65212443879999,39.33287399306666,19.141719615932473,22.95921425376169,39.53744699999999,30.116510999999996,57.058828,20.810449000000002,16.988,17.216745,43.91
baseline,1,2026Q1,France,10.0,26.344510560399996,31.81229328586667,21.848636188868372,24.93730215128101,23.834751999999998,37.703493,65.93375,28.084822,13.8,6.775143,91.2
baseline,1,2026Q1,UAE,11.0,25.56516333899999,39.10831308586666,8.077257411764707,31.87254024806832,34.13514299999999,50.14824,45.262485999999996,7.100418,9.338,18.302879,81.38
baseline,1,2026Q1,Japan,12.0,22.934060240999997,20.479713075200003,25.078310421524666,23.371209259861732,9.805549,40.800648,40.613047,20.311903,31.23,10.053349,71.96
baseline,1,2026Q1,Spain,13.0,22.141652517199994,32.182436782399996,11.25003292218412,23.620785860105734,28.328127999999992,30.508564999999997,57.942934,14.789403,6.6819999999999995,5.075851,91.28
baseline,2,2026Q2,United States of America,1.0,76.6911492986084,73.72280236693332,74.99661464259671,83.83034485563238,72.61859899999999,79.28400599999999,68.707888,77.199435,72.1535788218031,85.5956,77.39
baseline,2,2026Q2,China,2.0,50.10144477229399,33.8013536816,70.99774757736395,42.74967767650456,17.608435999999998,63.96388299999999,65.70797,77.84205255855514,62.16070075060753,28.46384839716307,94.87
baseline,2,2026Q2,South Korea,3.0,37.85052288830316,31.31574646106794,51.85594738589424,26.222515520770912,21.868521361972626,48.873993999999996,50.010816000000005,25.094224,86.39554929058914,9.426769774909676,87.5
baseline,2,2026Q2,Singapore,4.0,33.116310774971396,51.857133100276485,18.437492129971133,27.168708963940702,56.31313955701825,42.13708899999999,45.990356,20.415143,15.885067804664994,12.737344736958647,79.82
baseline,2,2026Q2,Canada,5.0,32.86445341959999,44.856085317333324,23.13710140226853,29.57359204554697,41.94014599999999,40.92203799999999,69.81874599999999,28.821981,15.8,10.270188000000001,100.0
baseline,2,2026Q2,United Kingdom,6.0,32.572690201083404,37.38945935893333,30.17296749776507,28.930498788851388,35.37574299999999,31.680918,60.76709700000001,41.041240535593346,16.146,14.159749493153143,82.82
baseline,2,2026Q2,Germany,7.0,30.209825680239383,35.78758321866667,28.19869091245348,24.80801258633941,32.084827,35.029208999999994,58.791722,36.390546464939675,17.625999999999998,8.405726916999278,84.65
baseline,2,2026Q2,India,8.0,28.911338287740982,46.66903745582323,19.23083438646715,16.754566785458852,55.71263879207537,18.771287,51.527429000000005,19.67744,18.654429800058587,5.2219739510069,58.83
baseline,2,2026Q2,Israel,9.0,27.72611830633511,39.37783104776231,19.20468736000694,23.09619994339826,39.606090711363464,30.116510999999996,57.058828,20.810449000000002,17.13223608325457,17.391277544464415,43.91
baseline,2,2026Q2,France,10.0,26.418053073928398,31.81229328586667,21.901815896645566,25.1592599552707,23.834751999999998,37.703493,65.93375,28.179206022557743,13.8,7.057937943010701,91.2
baseline,2,2026Q2,UAE,11.0,25.65042294857081,39.176441499232496,8.151089801297886,32.004922956143425,34.23916643246004,50.14824,45.262485999999996,7.100418,9.5071230143325,18.471546916661495,81.38
baseline,2,2026Q2,Japan,12.0,23.01628617602179,20.539072623445403,25.135587993279245,23.52663664417963,9.896183489381208,40.800648,40.613047,20.311903,31.361201978562907,10.251377983439228,71.96
baseline,2,2026Q2,Spain,13.0,22.217962501110055,32.182436782399996,11.308122404377674,23.847638514759126,28.328127999999992,30.508564999999997,57.942934,14.892500952713373,6.6819999999999995,5.364882439270826,91.28
rec1_only,1,2026Q1,United States of America,1.0,76.66639400359998,73.72280236693332,74.9313144711158,83.83034485563238,72.61859899999999,79.28400599999999,68.707888,77.199435,72.004,85.5956,77.39
rec1_only,1,2026Q1,China,2.0,49.998453436799984,33.8013536816,70.8754281382221,42.51350548596991,17.608435999999998,63.96388299999999,65.70797,77.735177,62.022,28.162943,94.87
rec1_only,1,2026Q1,South Korea,3.0,37.781293510599994,31.255939021866666,51.83606237509893,26.064518629524198,21.777202999999997,48.873993999999996,50.010816000000005,25.094224,86.35000000000001,9.225467,87.5
rec1_only,1,2026Q1,Singapore,4.0,33.038641044599984,51.814709428799986,18.36979568662622,27.01966435136234,56.248363999999995,42.13708899999999,45.990356,20.415143,15.729999999999999,12.547448000000001,79.82
rec1_only,1,2026Q1,Canada,5.0,32.86445341959999,44.856085317333324,23.13710140226853,29.57359204554697,41.94014599999999,40.92203799999999,69.81874599999999,28.821981,15.8,10.270188000000001,100.0
rec1_only,1,2026Q1,United Kingdom,6.0,32.50625984399999,37.38945935893333,30.127651992614076,28.72639167954453,35.37574299999999,31.680918,60.76709700000001,40.96081399999999,16.146,13.899698,82.82
rec1_only,1,2026Q1,Germany,7.0,30.139545360399993,35.78758321866667,28.15290441150092,24.589001996746646,32.084827,35.029208999999994,58.791722,36.309284,17.625999999999998,8.126687,84.65
rec1_only,1,2026Q1,India,8.0,28.832275047799993,46.630735780799995,19.170401434977578,16.58499368035787,55.65415699999999,18.771287,51.527429000000005,19.67744,18.516,5.005922,58.83
rec1_only,1,2026Q1,Israel,9.0,27.65212443879999,39.33287399306666,19.141719615932473,22.95921425376169,39.53744699999999,30.116510999999996,57.058828,20.810449000000002,16.988,17.216745,43.91
rec1_only,1,2026Q1,France,10.0,26.344510560399996,31.81229328586667,21.848636188868372,24.93730215128101,23.834751999999998,37.703493,65.93375,28.084822,13.8,6.775143,91.2
rec1_only,1,2026Q1,UAE,11.0,25.56516333899999,39.10831308586666,8.077257411764707,31.87254024806832,34.13514299999999,50.14824,45.262485999999996,7.100418,9.338,18.302879,81.38
rec1_only,1,2026Q1,Japan,12.0,22.934060240999997,20.479713075200003,25.078310421524666,23.371209259861732,9.805549,40.800648,40.613047,20.311903,31.23,10.053349,71.96
rec1_only,1,2026Q1,Spain,13.0,22.141652517199994,32.182436782399996,11.25003292218412,23.620785860105734,28.328127999999992,30.508564999999997,57.942934,14.789403,6.6819999999999995,5.075851,91.28
rec1_only,2,2026Q2,United States of America,1.0,76.69291992449774,73.72280236693332,75.0012852463671,83.83034485563238,72.61859899999999,79.28400599999999,68.707888,77.199435,72.16427746766023,85.5956,77.39
rec1_only,2,2026Q2,China,2.0,50.105947079487265,33.8013536816,70.99647555684511,42.767181456450466,17.608435999999998,63.96388299999999,65.70797,77.83654959314987,62.17062134092226,28.486149845291035,94.87
rec1_only,2,2026Q2,South Korea,3.0,37.849921145920746,31.316252075511137,51.85485056174663,26.224811420298906,21.869293370996232,48.873993999999996,50.010816000000005,25.094224,86.3930368674208,9.429694965033683,87.5
rec1_only,2,2026Q2,Singapore,4.0,33.11511999673294,51.857491751663645,18.43375810666421,27.170465040928093,56.31368717212487,42.13708899999999,45.990356,20.415143,15.87651452227433,12.739582142819783,79.82
rec1_only,2,2026Q2,Canada,5.0,32.86445341959999,44.856085317333324,23.13710140226853,29.57359204554697,41.94014599999999,40.92203799999999,69.81874599999999,28.821981,15.8,10.270188000000001,100.0
rec1_only,2,2026Q2,United Kingdom,6.0,32.57570046399033,37.38945935893333,30.17414279350301,28.93523246671195,35.37574299999999,31.680918,60.76709700000001,41.04332646543536,16.146,14.165780640230405,82.82
rec1_only,2,2026Q2,Germany,7.0,30.21266025747699,35.78758321866667,28.19987842386366,24.811339465020545,32.084827,35.029208999999994,58.791722,36.39265407531233,17.625999999999998,8.409965670717884,84.65
rec1_only,2,2026Q2,India,8.0,28.909837723017198,46.66936125969026,19.22750100529942,16.756467790613108,55.71313319944563,18.771287,51.527429000000005,19.67744,18.646794242350513,5.224396008869238,58.83
rec1_only,2,2026Q2,Israel,9.0,27.72490911176414,39.37821111647084,19.20121416389292,23.097683922211104,39.60667102799904,30.116510999999996,57.058828,20.810449000000002,17.124280260615144,17.393168271874146,43.91
rec1_only,2,2026Q2,France,10.0,26.421318615721574,31.81229328586667,21.903195157092675,25.163139538779006,23.834751999999998,37.703493,65.93375,28.181653951562886,13.8,7.062880894226726,91.2
rec1_only,2,2026Q2,UAE,11.0,25.65021182467236,39.17701745951854,8.147017329396844,32.00955626142884,34.240045850649224,50.14824,45.262485999999996,7.100418,9.497794469935608,18.477450179716854,81.38
rec1_only,2,2026Q2,Japan,12.0,23.015369770375536,20.539574451400846,25.132428657613623,23.528826976737307,9.896949716919034,40.800648,40.613047,20.311903,31.35396509547627,10.254168671397428,71.96
rec1_only,2,2026Q2,Spain,13.0,22.221410894710715,32.182436782399996,11.309629003953553,23.850204268770156,28.328127999999992,30.508564999999997,57.942934,14.895174884825806,6.6819999999999995,5.368151449174,91.28
rec2_only,1,2026Q1,United States of America,1.0,76.66639400359998,73.72280236693332,74.9313144711158,83.83034485563238,72.61859899999999,79.28400599999999,68.707888,77.199435,72.004,85.5956,77.39
rec2_only,1,2026Q1,China,2.0,49.998453436799984,33.8013536816,70.8754281382221,42.51350548596991,17.608435999999998,63.96388299999999,65.70797,77.735177,62.022,28.162943,94.87
rec2_only,1,2026Q1,South Korea,3.0,37.781293510599994,31.255939021866666,51.83606237509893,26.064518629524198,21.777202999999997,48.873993999999996,50.010816000000005,25.094224,86.35000000000001,9.225467,87.5
rec2_only,1,2026Q1,Singapore,4.0,33.038641044599984,51.814709428799986,18.36979568662622,27.01966435136234,56.248363999999995,42.13708899999999,45.990356,20.415143,15.729999999999999,12.547448000000001,79.82
rec2_only,1,2026Q1,Canada,5.0,32.86445341959999,44.856085317333324,23.13710140226853,29.57359204554697,41.94014599999999,40.92203799999999,69.81874599999999,28.821981,15.8,10.270188000000001,100.0
rec2_only,1,2026Q1,United Kingdom,6.0,32.50625984399999,37.38945935893333,30.127651992614076,28.72639167954453,35.37574299999999,31.680918,60.76709700000001,40.96081399999999,16.146,13.899698,82.82
rec2_only,1,2026Q1,Germany,7.0,30.139545360399993,35.78758321866667,28.15290441150092,24.589001996746646,32.084827,35.029208999999994,58.791722,36.309284,17.625999999999998,8.126687,84.65
rec2_only,1,2026Q1,India,8.0,28.832275047799993,46.630735780799995,19.170401434977578,16.58499368035787,55.65415699999999,18.771287,51.527429000000005,19.67744,18.516,5.005922,58.83
rec2_only,1,2026Q1,Israel,9.0,27.65212443879999,39.33287399306666,19.141719615932473,22.95921425376169,39.53744699999999,30.116510999999996,57.058828,20.810449000000002,16.988,17.216745,43.91
rec2_only,1,2026Q1,France,10.0,26.344510560399996,31.81229328586667,21.848636188868372,24.93730215128101,23.834751999999998,37.703493,65.93375,28.084822,13.8,6.775143,91.2
rec2_only,1,2026Q1,UAE,11.0,25.56516333899999,39.10831308586666,8.077257411764707,31.87254024806832,34.13514299999999,50.14824,45.262485999999996,7.100418,9.338,18.302879,81.38
rec2_only,1,2026Q1,Japan,12.0,22.934060240999997,20.479713075200003,25.078310421524666,23.371209259861732,9.805549,40.800648,40.613047,20.311903,31.23,10.053349,71.96
rec2_only,1,2026Q1,Spain,13.0,22.141652517199994,32.182436782399996,11.25003292218412,23.620785860105734,28.328127999999992,30.508564999999997,57.942934,14.789403,6.6819999999999995,5.075851,91.28
rec2_only,2,2026Q2,United States of America,1.0,76.6888041288526,73.72280236693332,74.99042849182965,83.83034485563238,72.61859899999999,79.28400599999999,68.707888,77.199435,72.13940861179829,85.5956,77.39
rec2_only,2,2026Q2,China,2.0,50.107446271378336,33.8013536816,70.99590280360373,42.76460095450405,17.608435999999998,63.96388299999999,65.70797,77.84857934380071,62.14756106451934,28.48286204514273,94.87
rec2_only,2,2026Q2,South Korea,3.0,37.84739383009739,31.315603213215304,51.8551890739369,26.214577165212273,21.868302640699262,48.873993999999996,50.010816000000005,25.094224,86.39381227510256,9.4166555695632,87.5
rec2_only,2,2026Q2,Singapore,4.0,33.1131494943667,51.8570314891739,18.4349105360768,27.161936011454817,56.31298440977287,42.13708899999999,45.990356,20.415143,15.879154316777736,12.728715363817305,79.82
rec2_only,2,2026Q2,Canada,5.0,32.86445341959999,44.856085317333324,23.13710140226853,29.57359204554697,41.94014599999999,40.92203799999999,69.81874599999999,28.821981,15.8,10.270188000000001,100.0
rec2_only,2,2026Q2,United Kingdom,6.0,32.57353408338382,37.38945935893333,30.170982989522614,28.93312427460024,35.37574299999999,31.680918,60.76709700000001,41.03771840509374,16.146,14.16309460686114,82.82
rec2_only,2,2026Q2,Germany,7.0,30.210751965776474,35.78758321866667,28.19668577782614,24.810613997888822,32.084827,35.029208999999994,58.791722,36.38698772646953,17.625999999999998,8.409041357931923,84.65
rec2_only,2,2026Q2,India,8.0,28.90797915145624,46.668945717524906,19.22852978476471,16.747842825486,55.71249871934788,18.771287,51.527429000000005,19.67744,18.649150800025986,5.213406998896412,58.83
rec2_only,2,2026Q2,Israel,9.0,27.723034415352938,39.377723368824164,19.202286094362684,23.091291816102164,39.605926299304,30.116510999999996,57.058828,20.810449000000002,17.12673566146763,17.385024132536387,43.91
rec2_only,2,2026Q2,France,10.0,26.418851815605862,31.81229328586667,21.899486990279772,25.162163488711293,23.834751999999998,37.703493,65.93375,28.175072649883248,13.8,7.061637315409879,91.2
rec2_only,2,2026Q2,UAE,11.0,25.646539193760866,39.176278321389596,8.148274213999574,31.996197078179826,34.23891728062336,50.14824,45.262485999999996,7.100418,9.500673533095098,18.460429334323415,81.38
rec2_only,2,2026Q2,Japan,12.0,23.0121812657487,20.538930448359274,25.133403721518164,23.518850565952746,9.895966406086023,40.800648,40.613047,20.311903,31.356198610438284,10.241457793615442,71.96
rec2_only,2,2026Q2,Spain,13.0,22.218612364725892,32.182436782399996,11.30557848357553,23.85010902380788,28.328127999999992,30.508564999999997,57.942934,14.887985969679232,6.6819999999999995,5.368030098209108,91.28
rec3_only,1,2026Q1,United States of America,1.0,76.66639400359998,73.72280236693332,74.9313144711158,83.83034485563238,72.61859899999999,79.28400599999999,68.707888,77.199435,72.004,85.5956,77.39
rec3_only,1,2026Q1,China,2.0,49.998453436799984,33.8013536816,70.8754281382221,42.51350548596991,17.608435999999998,63.96388299999999,65.70797,77.735177,62.022,28.162943,94.87
rec3_only,1,2026Q1,South Korea,3.0,37.781293510599994,31.255939021866666,51.83606237509893,26.064518629524198,21.777202999999997,48.873993999999996,50.010816000000005,25.094224,86.35000000000001,9.225467,87.5
rec3_only,1,2026Q1,Singapore,4.0,33.038641044599984,51.814709428799986,18.36979568662622,27.01966435136234,56.248363999999995,42.13708899999999,45.990356,20.415143,15.729999999999999,12.547448000000001,79.82
rec3_only,1,2026Q1,Canada,5.0,32.86445341959999,44.856085317333324,23.13710140226853,29.57359204554697,41.94014599999999,40.92203799999999,69.81874599999999,28.821981,15.8,10.270188000000001,100.0
rec3_only,1,2026Q1,United Kingdom,6.0,32.50625984399999,37.38945935893333,30.127651992614076,28.72639167954453,35.37574299999999,31.680918,60.76709700000001,40.96081399999999,16.146,13.899698,82.82
rec3_only,1,2026Q1,Germany,7.0,30.139545360399993,35.78758321866667,28.15290441150092,24.589001996746646,32.084827,35.029208999999994,58.791722,36.309284,17.625999999999998,8.126687,84.65
rec3_only,1,2026Q1,India,8.0,28.832275047799993,46.630735780799995,19.170401434977578,16.58499368035787,55.65415699999999,18.771287,51.527429000000005,19.67744,18.516,5.005922,58.83
rec3_only,1,2026Q1,Israel,9.0,27.65212443879999,39.33287399306666,19.141719615932473,22.95921425376169,39.53744699999999,30.116510999999996,57.058828,20.810449000000002,16.988,17.216745,43.91
rec3_only,1,2026Q1,France,10.0,26.344510560399996,31.81229328586667,21.848636188868372,24.93730215128101,23.834751999999998,37.703493,65.93375,28.084822,13.8,6.775143,91.2
rec3_only,1,2026Q1,UAE,11.0,25.56516333899999,39.10831308586666,8.077257411764707,31.87254024806832,34.13514299999999,50.14824,45.262485999999996,7.100418,9.338,18.302879,81.38
rec3_only,1,2026Q1,Japan,12.0,22.934060240999997,20.479713075200003,25.078310421524666,23.371209259861732,9.805549,40.800648,40.613047,20.311903,31.23,10.053349,71.96
rec3_only,1,2026Q1,Spain,13.0,22.141652517199994,32.182436782399996,11.25003292218412,23.620785860105734,28.328127999999992,30.508564999999997,57.942934,14.789403,6.6819999999999995,5.075851,91.28
rec3_only,2,2026Q2,United States of America,1.0,76.69212454236065,73.72280236693332,74.99918716634309,83.83034485563238,72.61859899999999,79.28400599999999,68.707888,77.199435,72.15947153329705,85.5956,77.39
rec3_only,2,2026Q2,China,2.0,50.105099874778794,33.8013536816,70.9974933586961,42.76541570665151,17.608435999999998,63.96388299999999,65.70797,77.841925215076,62.16616491657349,28.483900115365834,94.87
rec3_only,2,2026Q2,South Korea,3.0,37.847883195998854,31.31138019866288,51.855413974757205,26.222567330143345,21.86185463395187,48.873993999999996,50.010816000000005,25.094224,86.39432744066738,9.426835784882119,87.5
rec3_only,2,2026Q2,Singapore,4.0,33.11356670158064,51.854035945736406,18.435676187440862,27.169312034711716,56.30841059548516,42.13708899999999,45.990356,20.415143,15.88090814416212,12.738113105365862,79.82
rec3_only,2,2026Q2,Canada,5.0,32.86445341959999,44.856085317333324,23.13710140226853,29.57359204554697,41.94014599999999,40.92203799999999,69.81874599999999,28.821981,15.8,10.270188000000001,100.0
rec3_only,2,2026Q2,United Kingdom,6.0,32.574454505296146,37.38945935893333,30.16740027018257,28.940392835563173,35.37574299999999,31.680918,60.76709700000001,41.03135974918639,16.146,14.172355431424794,82.82
rec3_only,2,2026Q2,Germany,7.0,30.211679760980257,35.78758321866667,28.19306582077327,24.817668859478236,32.084827,35.029208999999994,58.791722,36.38056298059526,17.625999999999998,8.418029909563202,84.65
rec3_only,2,2026Q2,India,8.0,28.90849710746916,46.66624122903375,19.229213285543423,16.75609236671815,55.70836930898883,18.771287,51.527429000000005,19.67744,18.65071645045021,5.2239176838134345,58.83
rec3_only,2,2026Q2,Israel,9.0,27.723557085806178,39.37454894272017,19.202998263817392,23.09788006252205,39.60107935390906,30.116510999999996,57.058828,20.810449000000002,17.12836698134847,17.393418172923177,43.91
rec3_only,2,2026Q2,France,10.0,26.419875089536834,31.81229328586667,21.89528251397709,25.169293997777572,23.834751999999998,37.703493,65.93375,28.167610491801103,13.8,7.070722248981891,91.2
rec3_only,2,2026Q2,UAE,11.0,25.648133146703955,39.17146776128337,8.149109263331045,32.00359162373525,34.23157216645465,50.14824,45.262485999999996,7.100418,9.502586325853768,18.46985067500776,81.38
rec3_only,2,2026Q2,Japan,12.0,23.012884396644132,20.534739059471647,25.13405153473814,23.526696220444887,9.889566687711184,40.800648,40.613047,20.311903,31.357682513711346,10.251453889157503,71.96
rec3_only,2,2026Q2,Spain,13.0,22.219915493164294,32.182436782399996,11.300985832327033,23.857175470175996,28.328127999999992,30.508564999999997,57.942934,14.879834873760197,6.6819999999999995,5.377033409928897,91.28
all_recommendations,1,2026Q1,United States of America,1.0,76.66639400359998,73.72280236693332,74.9313144711158,83.83034485563238,72.61859899999999,79.28400599999999,68.707888,77.199435,72.004,85.5956,77.39
all_recommendations,1,2026Q1,China,2.0,49.998453436799984,33.8013536816,70.8754281382221,42.51350548596991,17.608435999999998,63.96388299999999,65.70797,77.735177,62.022,28.162943,94.87
all_recommendations,1,2026Q1,South Korea,3.0,37.781293510599994,31.255939021866666,51.83606237509893,26.064518629524198,21.777202999999997,48.873993999999996,50.010816000000005,25.094224,86.35000000000001,9.225467,87.5
all_recommendations,1,2026Q1,Singapore,4.0,33.038641044599984,51.814709428799986,18.36979568662622,27.01966435136234,56.248363999999995,42.13708899999999,45.990356,20.415143,15.729999999999999,12.547448000000001,79.82
all_recommendations,1,2026Q1,Canada,5.0,32.86445341959999,44.856085317333324,23.13710140226853,29.57359204554697,41.94014599999999,40.92203799999999,69.81874599999999,28.821981,15.8,10.270188000000001,100.0
all_recommendations,1,2026Q1,United Kingdom,6.0,32.50625984399999,37.38945935893333,30.127651992614076,28.72639167954453,35.37574299999999,31.680918,60.76709700000001,40.96081399999999,16.146,13.899698,82.82
all_recommendations,1,2026Q1,Germany,7.0,30.139545360399993,35.78758321866667,28.15290441150092,24.589001996746646,32.084827,35.029208999999994,58.791722,36.309284,17.625999999999998,8.126687,84.65
all_recommendations,1,2026Q1,India,8.0,28.832275047799993,46.630735780799995,19.170401434977578,16.58499368035787,55.65415699999999,18.771287,51.527429000000005,19.67744,18.516,5.005922,58.83
all_recommendations,1,2026Q1,Israel,9.0,27.65212443879999,39.33287399306666,19.141719615932473,22.95921425376169,39.53744699999999,30.116510999999996,57.058828,20.810449000000002,16.988,17.216745,43.91
all_recommendations,1,2026Q1,France,10.0,26.344510560399996,31.81229328586667,21.848636188868372,24.93730215128101,23.834751999999998,37.703493,65.93375,28.084822,13.8,6.775143,91.2
all_recommendations,1,2026Q1,UAE,11.0,25.56516333899999,39.10831308586666,8.077257411764707,31.87254024806832,34.13514299999999,50.14824,45.262485999999996,7.100418,9.338,18.302879,81.38
all_recommendations,1,2026Q1,Japan,12.0,22.934060240999997,20.479713075200003,25.078310421524666,23.371209259861732,9.805549,40.800648,40.613047,20.311903,31.23,10.053349,71.96
all_recommendations,1,2026Q1,Spain,13.0,22.141652517199994,32.182436782399996,11.25003292218412,23.620785860105734,28.328127999999992,30.508564999999997,57.942934,14.789403,6.6819999999999995,5.075851,91.28
all_recommendations,2,2026Q2,United States of America,1.0,76.69292355316145,73.72280236693332,75.0012948181521,83.83034485563238,72.61859899999999,79.28400599999999,68.707888,77.199435,72.16429939312066,85.5956,77.39
all_recommendations,2,2026Q2,China,2.0,50.10891454992435,33.8013536816,71.0016976572546,42.774137979518486,17.608435999999998,63.96388299999999,65.70797,77.84049885808685,62.17064167186071,28.495013104474587,94.87
all_recommendations,2,2026Q2,South Korea,3.0,37.84876630136684,31.314585998020803,51.85591578725815,26.221076786690446,21.86674948232003,48.873993999999996,50.010816000000005,25.094224,86.395476909665,9.424936693508705,87.5
all_recommendations,2,2026Q2,Singapore,4.0,33.11576936878486,51.856309940085545,18.437384555713308,27.168178089680872,56.31188269597753,42.13708899999999,45.990356,20.415143,15.884821391365051,12.736668353640034,79.82
all_recommendations,2,2026Q2,Canada,5.0,32.86445341959999,44.856085317333324,23.13710140226853,29.57359204554697,41.94014599999999,40.92203799999999,69.81874599999999,28.821981,15.8,10.270188000000001,100.0
all_recommendations,2,2026Q2,United Kingdom,6.0,32.572598049857305,37.38945935893333,30.168532310921986,28.940555250292114,35.37574299999999,31.680918,60.76709700000001,41.03336890950621,16.146,14.172562362936953,82.82
all_recommendations,2,2026Q2,Germany,7.0,30.209482826691186,35.78758321866667,28.194209627605414,24.817140803733565,32.084827,35.029208999999994,58.791722,36.38259302352628,17.625999999999998,8.417357117295769,84.65
all_recommendations,2,2026Q2,India,8.0,28.910269863040206,46.66829427605995,19.230738354392447,16.755064986762733,55.7115040509873,18.771287,51.527429000000005,19.67744,18.654209825680823,5.222608705932414,58.83
all_recommendations,2,2026Q2,Israel,9.0,27.725210107404862,39.37695873151905,19.20458729997423,23.09719025232654,39.60475879527543,30.116510999999996,57.058828,20.810449000000002,17.13200688229746,17.392539290399462,43.91
all_recommendations,2,2026Q2,France,10.0,26.417613186356473,31.81229328586667,21.896611012810183,25.168651505798152,23.834751999999998,37.703493,65.93375,28.16996832844729,13.8,7.069903654278577,91.2
all_recommendations,2,2026Q2,UAE,11.0,25.650182966954205,39.175119581637844,8.150972476603783,32.00067771223345,34.2371480322239,50.14824,45.262485999999996,7.100418,9.506854266347396,18.466138079990706,81.38
all_recommendations,2,2026Q2,Japan,12.0,23.01480621156154,20.537920850971055,25.135496975317785,23.52525180241841,9.894424879129247,40.800648,40.613047,20.311903,31.360993489685626,10.249613565879212,71.96
all_recommendations,2,2026Q2,Spain,13.0,22.217437242593963,32.182436782399996,11.302436983763075,23.856451506403218,28.328127999999992,30.508564999999997,57.942934,14.882410395807966,6.6819999999999995,5.376111012562445,91.28
